smiles	molid
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)[C@H](CCF)[C@H]3[C@@H]3CCCN32)cc1	mol322
N=C(N)c1cc(F)c([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)c(F)c1	mol323
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)c(F)c1F	mol324
N=C(N)c1c(F)cc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)cc1F	mol325
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3N2CCC3(F)F)cc1	mol326
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@H]3CC(F)(F)CN32)cc1	mol327
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)[C@H](C(F)F)[C@H]3[C@@H]3CCCN32)cc1	mol328
O=C(O)[C@@H]1[C@H](C(=O)NCc2ccccc2)[C@H](c2ccc(Br)cc2)N2CCC[C@@H]12	mol329
COc1ccc(CN2C(=O)[C@H]3[C@@H]([C@H]2C(C)C)[C@@H]2CCCN2[C@H]3c2ccc(C(=N)N)cc2)cc1	mol330
CC(C)[C@@H]1[C@@H]2[C@H](C(=O)N1Cc1ccc(Cl)cc1)[C@H](c1ccc(C(=N)N)cc1)N1CCC[C@@H]21	mol331
COC1C=CC(CN2C(=O)[C@H]3C([C@H]2CC(F)F)[C@@H]2CCCN2[C@H]3c2ccc(C#N)cc2)=CC1	mol332
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)[C@H](CC(F)F)[C@H]3[C@@H]3CCCN32)cc1	mol333
O=C1[C@@H]2[C@H](C(=O)N1Cc1ccc(F)cc1)[C@H](c1ccc(Br)cc1)N1C[C@H](O)C[C@@H]21	mol334
O=C1[C@@H]2[C@H](C(=O)N1Cc1ccc(F)cc1)[C@H](c1ccc(Br)cc1)N1CC[C@H](O)[C@@H]21	mol335
N#Cc1ccc([C@H]2[C@H]3C(=O)N(CC4=CCC(F)C=C4)[C@](O)(C(F)(F)F)[C@H]3[C@@H]3CCCN32)cc1	mol336
COC1(OC)CCN2[C@H]1[C@@H]1C(=O)N(Cc3ccc(F)cc3)C(=O)[C@@H]1[C@@H]2c1ccc(C(=N)N)cc1	mol337
COC1(OC)C[C@@H]2[C@@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@@H]3[C@H](c3ccc(C(=N)N)cc3)N2C1	mol338
COc1ccc(CN2C(=O)[C@H]3C([C@@H]4CCCN4[C@H]3c3ccc(C#N)cc3)[C@@]2(O)C(F)(F)F)cc1	mol339
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)[C@](O)(C(F)(F)F)[C@H]3[C@@H]3CCCN32)cc1	mol340
CO[C@@]1(C(F)(F)F)[C@@H]2[C@H](C(=O)N1Cc1ccc(F)cc1)[C@H](c1ccc(C(=N)N)cc1)N1CCC[C@@H]21	mol341
CO[C@]1(C(F)(F)F)[C@@H]2[C@H](C(=O)N1Cc1ccc(F)cc1)[C@H](c1ccc(C(=N)N)cc1)N1CCC[C@@H]21	mol342
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	mol343
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1	mol344
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	mol345
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	mol346
CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O	mol347
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1	mol348
Cc1nc(NC(=O)CCCC(=O)O)sc1C	mol349
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1	mol350
Cc1cccc(Nc2ccccc2C(=O)O)c1C	mol351
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1	mol352
CC1OC(O[C@H]2/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C2)O3)C(O)C(N)C1O	mol353
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1	mol354
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O	mol355
Nc1ccc(C(=O)O)c(O)c1	mol356
O=C(O)c1cccnc1	mol357
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O	mol358
O=C(N[C@H]1CCCC[C@H]1C(=O)O)c1ccccc1	mol359
O=C(O)CSCC(=O)Nc1nc(-c2ccccc2)c(-c2ccccc2)s1	mol360
O=C(O)c1cc(-c2ccccc2)nc(O)n1	mol361
O=C(O)c1ccccc1-c1ncc(-c2ccccc2)o1	mol362
O=C(O)c1ccccc1C(=O)Nc1nc(-c2ccccc2)cs1	mol363
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O	mol364
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1	mol365
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl	mol366
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1	mol367
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3	mol368
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21	mol369
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O	mol370
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1	mol371
COc1ccc(C(=O)CCC(=O)O)cc1	mol372
FC(F)(F)c1cccc(N2CCN(C3C4CC5CC(C4)CC3C5)CC2)c1	mol373
O=C(CN1CCCCC1)Nc1nc(-c2ccc(Cl)cc2)cs1	mol374
Nc1cc(-c2ccccc2)nc2ccc(Br)cc12	mol375
Nc1cc(-c2ccccc2)nc2ccc(Cl)cc12	mol376
NCc1cc(-c2ccccc2)nc2ccccc12	mol377
NC(=O)C1CCN(CC(=O)Nc2nc(-c3ccccc3)cs2)CC1	mol378
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2	mol379
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1	mol380
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	mol381
Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2	mol382
Nc1c2c(nc3ccccc13)-c1ccccc1CC2	mol383
O=C(CN1CCCCC1)Nc1ncc(Cc2cccc3ccccc23)s1	mol384
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2	mol385
O=C1CCCN1CC#CCN1CCCC1	mol386
c1cnc(N2CCN(C3CC4CCC3C4)CC2)nc1	mol387
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	mol388
CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1	mol389
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21	mol390
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	mol391
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32	mol392
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)C32	mol393
Cc1c(Cl)cccc1-n1ncc(C(=O)Nc2nccs2)c1C1CCNCC1	mol394
Cc1ccc(C)c(N2CCN(C3C4CC5CC(C4)CC3C5)CC2)c1	mol395
Cc1ccc(C)c(N2CCN(C3CCC(C)C3)CC2)c1	mol396
Cc1ccc(C)c(N2CCN(C3CCCC(C)C3)CC2)c1	mol397
Cc1ccc(C)c(N2CCN(C3CCCCCC3)CC2)c1	mol398
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1	mol399
CC1CCC(N2CCN(c3ccccc3F)CC2)CC1	mol400
Cc1ccc(-n2ncc(C(=O)Nc3nccs3)c2C2CCNCC2)cc1C	mol401
Cc1cccc(-n2ncc(C(=O)Nc3nccs3)c2C2CCNCC2)c1	mol402
CC1CCN(CC(=O)Nc2nc(-c3ccccc3)cs2)CC1	mol403
COc1ccc2nc(NC(=O)CN3CCC(C)CC3)sc2c1	mol404
CC1CCN(CC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)CC1	mol405
Cc1cnc(NC(=O)CN2CCCCC2)s1	mol406
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC	mol407
CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1	mol408
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1	mol409
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC	mol410
CCN(CC)CCOC(=O)c1ccc(N)cc1Cl	mol411
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC	mol412
CCOC(=O)c1csc(NC(=O)CN2CCCCC2)n1	mol413
CN(C)CC/C=C1\c2ccccc2COc2ccccc21	mol414
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1	mol415
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21	mol416
CN(C)CCNC(=O)c1cc(-c2ccccc2)nc2ccccc12	mol417
CN/C(=C/[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1	mol418
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21	mol419
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1	mol420
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21	mol421
COc1cc(CN2CCC3(C=Cc4ccccc43)CC2)cc(OC)c1OC	mol422
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2	mol423
COc1ccc2nc(-c3ccccc3)cc(N)c2c1	mol424
COc1ccc2nc(NC(=O)CN3CC4CC(C3)c3cccc(=O)n3C4)sc2c1	mol425
COc1ccc2nc(NC(=O)CN3CCCCC3)sc2c1	mol426
CC(O)(C(F)(F)F)C(F)(F)F	mol427
CC(C)(O)C(F)(F)F	mol428
C[C@@H](O)C(F)(F)F	mol429
O=C(NCCS)NCCS	mol430
SCCCCS	mol431
FC(F)(F)CS	mol432
OCC(F)(F)F	mol433
C[C@H](Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O	mol434
OCC(Cl)Cl	mol435
Oc1cc(Cl)c(Cl)c(Cl)c1Cl	mol436
Oc1c(Cl)cc(Cl)c(Cl)c1Cl	mol437
Oc1c(Cl)c(Cl)cc(Cl)c1Cl	mol438
O=C(O)Cc1c(Cl)ccc(Cl)c1Cl	mol439
Cc1cc(C)c(C)c(O)c1	mol440
Oc1c(Cl)ccc(Cl)c1Cl	mol441
O=C(O)CCCOc1ccc(Cl)cc1Cl	mol442
NCCS	mol443
Nc1ccccc1S	mol444
OCCCl	mol445
N#Cc1ccccc1O	mol446
O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1	mol447
CCOCCS	mol448
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O	mol449
CC(C)c1ccccc1O	mol450
CC(C)(S)CO	mol451
O=S(=O)(O)CCS	mol452
O=c1[nH]cc(S)c(=O)[nH]1	mol453
CCC(C)(C)S	mol454
SCc1ccccn1	mol455
CC(C)S	mol456
CC(C)c1cccc(O)c1	mol457
CC[C@@](C)(S)[C@H](N)C(=O)O	mol458
OC[C@H](O)CS	mol459
OCCCS	mol460
O=C(O)CCS	mol461
O=[N+]([O-])c1cccc(S)c1	mol462
OCC#Cc1ccccc1	mol463
O=C(O)c1cccc(S)c1	mol464
N#CCCS	mol465
O=C(O)COc1ccc(Cl)cc1	mol466
Sc1ccc(Cl)cc1	mol467
CCOc1ccc(O)cc1	mol468
COc1ccc(S)cc1	mol469
Cc1ccc(S)cc1	mol470
CC[C@H](C)c1ccc(O)c([N+](=O)[O-])c1	mol471
C=CCS	mol472
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1	mol473
O=C(O)Cn1c(=O)sc2cccc(Cl)c21	mol474
O=C(NO)c1ccccc1	mol475
OCc1ccccc1	mol476
SCc1ccccc1	mol477
C[C@H](O)CC(=O)O	mol478
COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1	mol479
O=[N+]([O-])c1ccc(O/N=C/c2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1	mol480
CCCC(=O)OO	mol481
CCCCOC(=O)c1ccc(O)cc1	mol482
O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1	mol483
[H]/N=C(/N)SCCc1cccc(CCS/C(N)=N\[H])c1	mol484
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1	mol485
CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1	mol486
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1	mol487
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21	mol488
COc1ccnc(NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1	mol489
c1ccc(SCc2ccccn2)cc1	mol490
CCN(CC)[C@H](C)C(=O)c1ccccc1	mol491
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21	mol492
Cc1nn(-c2ccccc2)c(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)c1C#N	mol493
NC1=N[C@H](c2cccs2)Nc2cccc(F)c21	mol494
Cc1cc(N)nc(CCNC(=O)c2ccc(C#N)cc2)c1	mol495
CCOC(=O)N1CCC(Nc2cc(Cl)ccn2)CC1	mol496
O=C(O)CCCCCCCC(=O)O	mol497
c1ccc2c(c1)CCC[C@H]2C1=NCCN1	mol498
C=C[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12	mol499
Nc1nc(-c2ccccn2)nc(N)c1Cc1ccc(Cl)cc1Cl	mol500
COCCc1ccc(OC[C@H](O)CNC(C)C)cc1	mol501
Clc1cccc(Cl)c1NC1=NCCN1	mol502
CCC(=O)N[C@@H](c1cccs1)c1cc(Cl)c2cccnc2c1O	mol503
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1	mol504
CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O	mol505
CN(C)[C@@H]1CCc2c(ccc(O)c2O)C1	mol506
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1	mol507
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1	mol508
c1ccc(CSc2nc3ccccc3[nH]2)cc1	mol509
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O	mol510
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S@+](C)[O-])cc1	mol511
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1	mol512
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1	mol513
O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(C(=O)c2ccccc2)CC1	mol514
O=C(O)COc1ccc(Cl)cc1CN1CCC(S(=O)(=O)c2ccccc2)CC1	mol515
CC(C)(C)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	mol516
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1	mol517
N#Cc1ccc(Cl)cc1O[C@H](CCN)c1ccccc1	mol518
CN(C)CCn1cnc2c1c(=O)n(C)c(=O)n2C	mol519
CCOC(=O)N1CCC2(CC1)N=C(N)c1c(F)cccc1N2	mol520
NC[C@H](Oc1cc(Cl)ccc1Cl)c1ccccc1	mol521
O=C(O)/C=C/c1cccnc1	mol522
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1	mol523
CC[C@@H](Oc1ccc(C(F)(F)F)cc1-c1ccc(S(=O)(=O)CC)cc1C)C(=O)O	mol524
CC[C@H](CCNC)Oc1cc(Cl)ccc1C#N	mol525
CNCC[C@@H](Oc1cc(Cl)ccc1C#N)c1ccccc1	mol526
N#Cc1cc(F)c(Cl)cc1O[C@H](CCN)c1ccccc1	mol527
N#Cc1ccc(C(F)(F)F)nc1O[C@H](CCN)c1ccno1	mol528
CNCC[C@@H](Oc1cc(C(F)(F)F)ccc1C#N)c1ccccc1	mol529
CNCC[C@@H](Oc1cc(OC)ccc1C#N)c1ccccc1	mol530
CN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1	mol531
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1	mol532
Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nn1C[C@H](O)CN	mol533
N#Cc1cn(Cc2ccco2)c(=O)[nH]c1=O	mol534
Cn1c(=O)c2nc[nH]c2n(C)c1=O	mol535
CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1	mol536
CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)C1CCCC1	mol537
CCC(CC)NC(=O)c1c(C)nn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1	mol538
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C(F)(F)F)nn2-c2ccccc2)cc1	mol539
Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C	mol540
Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1C(=O)N[C@@H](C)C(C)(C)C	mol541
CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1NS(=O)(=O)c1ccc(C)cc1	mol542
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)C)cc1	mol543
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)(C)C)cc1	mol544
O=C([C@H]1CCCCN1)N1CCN(c2nc(NCc3ccc(Cl)cc3Cl)c3cccnc3n2)CC1	mol545
O=C(Nc1ccc(N2CCOCC2)c(F)c1)c1nnc(Nc2ccccc2F)o1	mol546
O=C(CN1C2=NCCN2c2ccccc21)c1ccc(Cl)cc1	mol547
COC(=O)c1cc2nc([S@@+]([O-])Cc3ncccc3C)[nH]c2cc1C	mol548
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1	mol549
N#Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1	mol550
Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1	mol551
O=C(O)[C@H](c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1	mol552
O=C(O)[C@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1	mol553
O=C(NS(=O)(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)c1ccccc1	mol554
COc1cccc(C(=O)NCCN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1	mol555
O=C(NS(=O)(=O)c1ccc(F)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1	mol556
COc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1	mol557
CN(C)c1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1	mol558
Cc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1	mol559
CN(C)c1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1	mol560
Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(C)c4Cl)CC3)CC2)cc1	mol561
O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl	mol562
COc1ccc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C	mol563
CC1=N[C@](c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)N=C1N	mol564
CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)[C@H]1c1cccc2c(=O)cc(C)oc12	mol565
CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2	mol566
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C(F)(F)F	mol567
Cn1cc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c(C(F)(F)F)cc1=O	mol568
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12	mol569
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O	mol570
Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl	mol571
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2C[C@H]3CNC[C@@H](C2)O3)ccc1Cl	mol572
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CCNCC2)ccc1Cl	mol573
O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br	mol574
CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1	mol575
CC(C)c1nc2ccc(-c3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1	mol576
Cc1nc2ccc(-c3ccc(Cl)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1	mol577
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12	mol578
CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC	mol579
N[C@@H]1CCc2cc(O)c(O)cc2C1	mol580
COC(=O)c1nc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2[nH]c1=O	mol581
O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1	mol582
CCCN(CCC)[C@@H]1CCc2c(O)cccc2C1	mol583
CN(C)CCNc1cc(-c2ccc(N3CCN(C)CC3)cc2)nc2ccccc12	mol584
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1	mol585
O=C(O)c1cc(=O)c2ccccc2[nH]1	mol586
CN/C(=N/CCSCc1nc[nH]c1C)NC#N	mol587
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1	mol588
CC1=NN(C(=O)CCS)[C@H](C(=O)O)S1	mol589
NC1=N[C@H](c2ccc(F)cc2)Nc2cccc(F)c21	mol590
Cc1cn(Cc2ccccc2)c(=O)[nH]c1=O	mol591
CCOC(=O)N1CCC2(CC1)N=C(N)c1c(Cl)cccc1N2	mol592
N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)cccc2N3)cc1	mol593
CCCN(CCC)CCc1ccc(O)c(NC(C)=O)c1	mol594
COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C	mol595
CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc2c1c(=O)n(C)c(=O)n2CC(C)C	mol596
c1cnc2[nH]ccc2c1	mol597
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OC2CCNCC2)ccc1Cl	mol598
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O	mol599
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)c(C#N)cc12	mol600
C(=C/c1nn[nH]n1)\c1ccccc1	mol601
CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1	mol602
C[C@@]12CC[C@H]3c4ccc(O)cc4CC[C@@H]3[C@@H]1CC[C@@H]2O	mol603
CC(C)NC[C@@H](O)COc1ccc(CCOCC2CC2)cc1	mol604
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NS(C)(=O)=O)sc12	mol605
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1	mol606
CS(=O)(=O)NC(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12	mol607
O=C(O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccccc2)N1	mol608
N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1	mol609
[H]/N=c1/[nH]c(C)c(C)s1	mol610
CC(=O)NS(=O)(=O)c1ccc(N)cc1	mol611
Cc1nccn1C[C@H]1CCc2c(c3ccccc3n2C)C1=O	mol612
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1	mol613
CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12	mol614
COc1ccnc(CSc2nc3ccccc3[nH]2)c1	mol615
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1	mol616
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1	mol617
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O	mol618
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1	mol619
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OCCCNCCCO)ccc1Cl	mol620
Cc1ccc(C(=O)N2C[C@H]3CNC[C@@H](C2)O3)cc1NC(=O)CC12CC3CC(CC(C3)C1)C2	mol621
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl	mol622
